what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326259493118
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1326259504028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259506824
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326259508390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259508431
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326259508525
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326259508907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259510750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1326259510784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259515063
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259524286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1326259524322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259540413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259541854
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259544592
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1326259549319
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259549694
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1326259549744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259567572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259571787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259573904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259575157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259576176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326259581010
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1326259584806
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326259588052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326259592426
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326259594553
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326259599448
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1326259609088
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326259609274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326259625753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259631857
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326259635070
