what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326244541832
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1326244542858
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326244545463
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326244545479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326244547194
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326244558003
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1326244563547
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326244563872
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326244563894
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1326244563959
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326244564736
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326244574700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326244575385
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326244577996
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326244694108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326244695041
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1326244741679
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326244753706
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326244753731
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326244797211
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326244815252
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326244816300
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326244816788
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326244837650
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326244839453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326245015569
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1326245016694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326245016841
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326245021727
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326245201568
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326245201752
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326245538100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326245552111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326246829146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326246830596
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326247976747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326247980070
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326247994643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326248001921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326252681108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326252682808
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326252689312
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326252693882
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1326252695544
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326252696610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326252716051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326252768709
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1326252773235
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326252773442
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326252777088
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326252777088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1326252777098
