what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,2.2.4.2011110216,"org.python.pydev.editor.PythonEditor",1325924506019
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325924506431
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325924506643
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325924507097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325924507387
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325924508287
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1325924510939
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325924511594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325924511810
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325924512026
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325924515245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325924574230
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325924575240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325924575480
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325924575656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325924576336
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325924576608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325924576776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325924577726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325924603929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325924608513
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325924615731
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325924617443
