what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928307081
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928314450
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928324771
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325928347461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1325928349333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325928350536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928397209
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928403942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325928426450
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325928439344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928440335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928458265
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325928462020
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325928462277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928464286
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928465036
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325928482165
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325928487666
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325928487876
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325928489815
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325928490095
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325928490388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325928490613
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325928490883
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325928491172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928492043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928493568
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325928495620
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1325928513236
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325928514882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325928517905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928519818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928522892
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325928523407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325928523628
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325928538724
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1325928552196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325928588537
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325928597764
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325928598012
error,log,,,"Unhandled event loop exception",1325928602795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928611465
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928612330
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325928618603
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928633472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928637166
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325928640540
error,log,,,"Unhandled event loop exception",1325928640546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325928647882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928669622
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928686212
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325928686886
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325928694099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928695177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928699389
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325928728721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325928737420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325928740098
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325928742964
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325928743305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928750458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928751494
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325928780338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325928795860
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325928798007
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928807612
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928808681
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325928832739
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1325928843563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325928873017
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325928882159
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325928890777
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325928896327
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325928902101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928918616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928920271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928924110
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325928925033
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325928943957
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325928956168
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325928959006
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325929060851
