what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1318675769434
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1318675770309
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1318675782311
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1318675788496
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1318675789137
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1318675789684
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1318675790995
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318675792436
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318675793248
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1318675794719
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1318675795228
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318675795361
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318675796740
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318675796740
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318675797563
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1318675800627
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1318675809539
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1318675817799
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318675818080
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1318675818584
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318675818709
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1318675825395
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318675825589
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1318675843628
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1318675850828
